,bizesNm,indsLclsNm,indsSclsNm,rdnmAdr,lon,lat
391,크라이치즈버거,음식,한식/백반/한정식,서울특별시 동작구 상도로61길 28,126.956283381375,37.4948815181722
392,강남분식,음식,라면김밥분식,서울특별시 동작구 상도로47길 4,126.951434873169,37.4995240403887
393,밀플랜비,음식,정통양식/경양식,서울특별시 동작구 상도로67길 27,126.956385899725,37.4948283608593
394,닭터찜바고,음식,한식/백반/한정식,서울특별시 동작구 상도로37길 45,126.951269630381,37.5000181506485
395,벨라의케이크,음식,제과점,서울특별시 동작구 상도로62길 69,126.952271731647,37.4970986317159
396,송이네집밥,음식,한식/백반/한정식,서울특별시 동작구 상도로67길 21,126.956322067768,37.4945394607688
397,바른치킨,음식,후라이드/양념치킨,서울특별시 동작구 상도로37길 72,126.952745379468,37.498003881498
398,코코스중앙식당,음식,호프/맥주,서울특별시 동작구 흑석로 24,126.953226615185,37.5048471109003
399,더숨헤어,생활서비스,여성미용실,서울특별시 동작구 사당로 12,126.955644649769,37.495272335358
400,터바채,음식,한식/백반/한정식,서울특별시 동작구 상도로37길 3,126.948635608199,37.5031664286434
401,네바에미용실,생활서비스,여성미용실,서울특별시 동작구 양녕로 280-5,126.950104288633,37.5040895507859
402,김빠빠누룽지통닭,음식,후라이드/양념치킨,서울특별시 동작구 양녕로 286-1,126.950753385266,37.5045818845765
403,스카이공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로41길 33,126.950840692136,37.5023841009966
404,판지상회,소매,종합소매,서울특별시 동작구 상도로49길 7,126.951982065867,37.4992135289802
405,휠라,관광/여가/오락,체형미교실,서울특별시 동작구 상도로62길 81-4,126.95093692318,37.4971228273949
406,오늘은피아노음악교습소,학문/교육,피아노/바이올린/기타,서울특별시 동작구 상도로 346-2,126.948256063309,37.4947472496219
407,"스튜디오,봄날",생활서비스,사진관,서울특별시 동작구 상도로 265-34,126.948992624863,37.5043229479843
408,60계서울,음식,호프/맥주,서울특별시 동작구 상도로 349-1,126.953047055306,37.4974569151776
409,아가랑아트홀,학문/교육,실내놀이터-유아,서울특별시 동작구 상도로 410,126.956222263186,37.4927725196749
410,줌아트스튜디오,생활서비스,사진관,서울특별시 동작구 상도로47길 14-8,126.951919481433,37.4996454774734
411,프라임공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로38길 71,126.948492703195,37.5004529995203
412,아지트당구장,관광/여가/오락,당구장,서울특별시 동작구 상도로37길 69,126.952740849842,37.4983282192451
413,다짐필라테스,관광/여가/오락,체형미교실,서울특별시 동작구 상도로55길 1,126.953412171715,37.4972258775655
414,까,생활서비스,연예인대리업,서울특별시 동작구 상도로41라길 14,126.950687716189,37.5036171791317
415,더봄길,음식,패스트푸드,서울특별시 동작구 상도로60길 20,126.953195995195,37.4932683517446
416,더브,음식,패스트푸드,서울특별시 동작구 상도로47나길 4,126.9523528169,37.500198961588
417,조이공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로62길 25,126.953550518164,37.4954159925452
418,EEACAFE,음식,커피전문점/카페/다방,서울특별시 동작구 상도로61가길 6,126.95768194879,37.4943352150059
419,오칠닭떡,음식,라면김밥분식,서울특별시 동작구 상도로41길 35,126.950919221044,37.502429850898
420,빽찐라면,음식,라면김밥분식,서울특별시 동작구 상도로 295,126.949530730403,37.5014353680012
421,움프,음식,빠/카페/스탠드빠,서울특별시 동작구 상도로 341-2,126.952541335596,37.4980381143955
422,메가커피,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 362-1,126.953244830434,37.4962512608856
423,명칭없음,생활서비스,여성미용실,서울특별시 동작구 상도로47길 19,126.951753107977,37.5002206728285
424,장원공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로41마길 15,126.950878034113,37.5045649707605
425,오케이복싱,스포츠,복싱도장,서울특별시 동작구 양녕로 257,126.947267271774,37.5031542417688
426,황금공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로53길 6,126.953280493341,37.4977473197991
427,와이에스컨설팅,생활서비스,사업경영상담,서울특별시 동작구 상도로53길 70,126.954029557406,37.5016104470191
428,존재중심코칭연구소,학문/교육,학원-기타,서울특별시 동작구 상도로45길 42,126.952451926835,37.5012000052971
429,샐러데이즈,소매,다이어트상품판매,서울특별시 동작구 상도로 337-1,126.952210387857,37.498251431326
430,INTERCREWPC방,관광/여가/오락,게임룸,서울특별시 동작구 사당로 18,126.956222330577,37.4952053569305
431,배스킨라빈스31,음식,아이스크림판매,서울특별시 동작구 상도로 364-1,126.953405776462,37.4960634663945
432,LG전자,소매,일반가전제품,서울특별시 동작구 상도로 311,126.950496392003,37.5003176400665
433,청담곱떡,음식,떡볶이전문,서울특별시 동작구 상도로37길 55,126.951867097023,37.4993476663585
434,카페오드리,음식,커피전문점/카페/다방,서울특별시 동작구 양녕로 265,126.948231845846,37.5037304948692
435,지유명차,소매,시장/종합상가,서울특별시 동작구 상도로 332,126.951268183249,37.4985043747093
436,자휴정,음식,커피전문점/카페/다방,서울특별시 동작구 상도로47가길 28,126.950823660275,37.5011765439925
437,유부랑뚱이랑,음식,음식점-초밥전문,서울특별시 동작구 상도로62길 21,126.953620373951,37.495272443293
438,매머드익스프레스,생활서비스,종합이삿짐대행,서울특별시 동작구 흑석로 25,126.953528432599,37.5051020788228
439,카페빈,음식,커피전문점/카페/다방,서울특별시 동작구 강남초등길 10,126.95191599558,37.5063672717236
440,리프살롱,생활서비스,여성미용실,서울특별시 동작구 상도로 303,126.950025819269,37.500809035342
441,선녀호두파이,음식,제과점,서울특별시 동작구 상도로 267,126.947668563072,37.5035722997959
442,엘비스토어,소매,종합소매,서울특별시 동작구 매봉로 58,126.95185501326,37.5074930410645
443,종로계림닭도리탕원조,음식,닭도리탕전문,서울특별시 동작구 양녕로 277,126.949264539825,37.5042893251257
444,로즈마리,음식,커피전문점/카페/다방,서울특별시 동작구 사당로 6-1,126.955157552813,37.4953311016695
445,오갈미,음식,커피전문점/카페/다방,서울특별시 동작구 상도로50길 9,126.95103437273,37.4982409943605
446,샐러드로우앤트라타,소매,다이어트상품판매,서울특별시 동작구 흑석로 24,126.953226615185,37.5048471109003
447,운영카페,음식,커피전문점/카페/다방,서울특별시 동작구 상도로 385,126.955243733195,37.494827275664
448,태리로제떡볶이&닭강정,음식,떡볶이전문,서울특별시 동작구 상도로53길 8,126.954040114668,37.5008536590257
449,양성주휘트니스,스포츠,헬스클럽,서울특별시 동작구 상도로 370,126.953738847849,37.4956969862362
450,더블유짐,스포츠,헬스클럽,서울특별시 동작구 상도로 311,126.9504962659,37.5003266494386
451,피터팬공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로41길 25,126.950503582281,37.5022279280467
452,작심스터디카페,학문/교육,독서실,서울특별시 동작구 상도로60길 6,126.954035984716,37.494663409708
453,좋은집수리,생활서비스,주택수리종합,서울특별시 동작구 상도로62길 25,126.953550518164,37.4954159925452
454,루체테플라워케이크,음식,케익전문점,서울특별시 동작구 상도로 346-1,126.951012433393,37.4941500330154
455,꿀벌부동산공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로55길 5,126.95383043061,37.4972385929386
